编号,名称,模型,名称方式,备注,抵抗封印等级,封印命中等级,血量加成,伤害加成,法伤加成,速度加成,防御加成,法防加成,治疗能力,固定伤害,AI战斗,门派,主动技能,特技,法宝技能,法宝佩戴,技能,技能目标数,招式特效,武器名称,武器等级,角色,可捕捉,变身数据,变异,特殊变异,饰品显示,饰品颜色,附加阵法,主怪,共生,炫彩,炫彩组
10114,神封,风伯,1,地煞星,0,0,15,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山|女儿村|盘丝洞|无底洞|,,笑里藏刀|,,,高级夜战|,,,,,,,,,,,,,,,,
10115,长生,古代瑞兽,1,地煞星,100,0,15,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10116,铁血,夜罗刹,1,地煞星,0,0,15,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,,,高级夜战|,,,,,,,,,,,,,,,,
10117,铁血,律法女娲,1,地煞星,0,0,15,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,,,高级夜战|,,,,,,,,,,,,,,,,
10118,铁血,灵符女娲,1,地煞星,0,0,15,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,,,高级夜战|,,,,,,,,,,,,,,,,
10120,神封,鼠先锋,1,地煞星,0,100,15,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山|女儿村|盘丝洞,,笑里藏刀|流云诀,,,高级夜战|,,,,,,,,,,,,,,,,
10121,神封,兔子怪,1,地煞星,0,100,15,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山|女儿村|盘丝洞,,笑里藏刀|流云诀,,,高级夜战|,,,,,,,,,,,,,,,,
10122,长生,雨师,1,地煞星,100,0,15,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10123,铁血无双,夜罗刹,1,地煞星,0,0,15,1.5,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,,,,,,,,,,,,,
10124,铁血无双,大力金刚,1,地煞星,0,0,15,1.5,1,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,,,,,,,,,,,,,
10125,铁血无双,幽灵,1,地煞星,0,0,15,1.5,1,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,,,,,,,,,,,,,
10126,铁血无双,律法女娲,1,地煞星,0,0,15,1.5,1,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,,,,,,,,,,,,,
10127,玄法无边,灵鹤,1,地煞星,0,0,15,1,2.5,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,,,,,,,,,,,,,
10128,玄法无边,混沌兽,1,地煞星,0,0,15,1,2.5,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,,,,,,,,,,,,,
10129,玄法无边,灵符女娲,1,地煞星,0,0,15,1,2.5,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,,,,,,,,,,,,,
10130,玄法无边,炎魔神,1,地煞星,0,0,15,1,2.5,2.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,,,,,,,,,,,,,
10131,神封无量,鼠先锋,1,地煞星,0,100,15,1,1,3.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,,,,,,,,,,,,,
10132,神封无量,兔子怪,1,地煞星,0,100,15,1,1,3.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,女儿村|盘丝洞,,笑里藏刀|流云诀,,,高级夜战|,,,,,,,,,,,,,,,,
10133,神封无量,雾中仙,1,地煞星,0,100,15,1,1,3.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,女儿村|盘丝洞,,笑里藏刀|流云诀,,,高级夜战|,,,,,,,,,,,,,,,,
10134,长生无界,古代瑞兽,1,地煞星,100,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10135,长生无界,雨师,1,地煞星,100,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=魔兽之印,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10136,长生无界,龟丞相,1,地煞星,100,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=晶清诀,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10137,乾坤无行,吸血鬼,1,地煞星,0,0,15,1,1,3.6,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,,,,,,,,,,,,,
10138,帮凶,取随机怪,3,,0,0,3,1,1,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
10139,隐太子部下,吸血鬼|幽灵,1,,0,0,3,1,1,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
10140,金吾卫,护卫,1,,0,0,3,1,1,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10141,隐太子部下,野鬼,1,,0,0,3,1,1,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
10142,通用主怪2,,2,,0,0,8,1,1,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10143,天界叛逆主怪,,2,,0,0,35000,1.5,2,3,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10144,通用主怪4,,2,,0,0,10,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10145,通用主怪5,,2,,0,0,11,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10146,通用主怪6,,2,,0,0,12,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10147,通用主怪7,,2,,0,0,13,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10148,通用主怪8,,2,,0,0,14,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10149,通用主怪9,,2,,0,0,14,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10150,通用主怪10,,2,,0,0,10,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级反击|高级感知|高级夜战,,,,,,,,,,,,,,,,
10151,罗成,神天兵,1,生死劫,0,0,50000,2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|高级反震,,,天龙破城,150,真,,,,,,,,,,,
10152,张副将,剑侠客,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,霜冷九州,150,真,,,,,,,,,,,
10153,李副将,剑侠客,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,霜冷九州,150,真,,,,,,,,,,,
10154,护驾亲兵,逍遥生,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|高级反震,,,浩气长舒,150,真,,,,,,,,,,,
10155,大唐骁勇,护卫,1,生死劫,0,0,16000,1.2,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,大唐官府|神木林|化生寺|女儿村,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10156,红孩儿,小魔头,1,生死劫,0,0,50000,1,2,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10157,护殿牛将,牛妖,1,生死劫,0,0,16000,1.2,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭|魔王寨,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10158,火云妖兵,炎魔神,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10159,雷祖,雨师,1,生死劫,0,0,50000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10160,各路天君,天兵,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10161,辛天君,天兵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,龙宫|普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10162,陶天君,天兵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,龙宫|普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10163,庞天君,天兵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,龙宫|普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10164,张天君,天兵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,龙宫|普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10165,邓天君,天兵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,龙宫|普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10166,麻姑,雾中仙,1,生死劫,0,0,50000,1,1,3,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,女儿村,,,,,高级夜战|高级反震|高级隐身,,,,,,,,,,,,,,,,
10167,玫瑰护法,律法女娲,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10168,海棠护法,灵符女娲,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10169,梅花仙子,雾中仙,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10170,菊花仙子,雾中仙,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10171,兰花仙子,雾中仙,1,生死劫,0,0,16000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10172,桃花仙子,雾中仙,1,生死劫,0,0,16000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10173,梨花仙子,雾中仙,1,生死劫,0,0,16000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10174,青花仙子,雾中仙,1,生死劫,0,0,16000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10175,紫花仙子,雾中仙,1,生死劫,0,0,16000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10176,青霞,如意仙子,1,生死劫,0,0,50000,1,1,2,2.5,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,普陀山,,,,,高级夜战|高级反震|高级隐身,,,,,,,,,,,,,,,,
10177,紫霞,星灵仙子,1,生死劫,0,0,50000,1,2,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|高级反震|高级隐身,,,,,,,,,,,,,,,,
10178,忘情护法,吸血鬼,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫|阴曹地府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10179,龙王,东海龙王,1,生死劫,0,0,50000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10180,九头驸马,九头精怪,1,生死劫,0,0,16000,1,2,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10181,万圣公主,小龙女,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10182,碧波水勇,净瓶女娲,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨|龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10183,张天师,雨师,1,生死劫,0,0,50000,1,1,3,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10184,王天师,雨师,1,生死劫,0,0,50000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10185,李天师,雨师,1,生死劫,0,0,50000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10186,许天师,雨师,1,生死劫,0,0,50000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10187,福禄星君,天将,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|阴曹地府|普陀山|五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10188,益算星君,天将,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|阴曹地府|普陀山|五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10189,延寿星君,天将,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|阴曹地府|普陀山|五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10190,司命星君,天将,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|阴曹地府|普陀山|五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10191,渡呃星君,天将,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|阴曹地府|普陀山|五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10192,命理星君,天将,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|阴曹地府|普陀山|五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10193,转轮王,转轮王,1,生死劫,0,0,50000,1,1,2,2.5,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10194,平方王,吸血鬼,1,生死劫,0,0,50000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10195,阴长生,吸血鬼,1,生死劫,0,0,50000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,盘丝洞,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10196,牛头,马面,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10197,马面,马面,1,生死劫,0,0,16000,1,1.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10198,勾魂使者,幽灵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10199,勾魂使者,幽灵,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10200,勾魂使者,幽灵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10201,勾魂使者,幽灵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10202,勾魂使者,幽灵,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10203,孔雀明王,九头精怪,1,生死劫,0,0,50000,1,1,2,2.5,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,普陀山,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10204,泼法金刚,大力金刚,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10205,胜至金刚,大力金刚,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10206,大力金刚,大力金刚,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10207,永住金刚,大力金刚,1,生死劫,0,0,16000,1.2,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|高级反震,,,,,,,,,,,,,,,,
10208,护法枷蓝,大力金刚,1,生死劫,0,0,16000,1,1,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺|狮驼岭|五庄观,,,,,高级夜战|高级反震|高级隐身,,,,,,,,,,,,,,,,
10209,天界的,持国巡守|毗舍童子|灵灯侍者|般若天女|真陀护法|增长巡守|金身罗汉|曼珠沙华|红萼仙子|琴仙|金饶僧|灵鹤|雾中仙|大力金刚|净瓶女娲|律法女娲|灵符女娲,4,天界叛逆,0,0,15000,1.2,2,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10210,鼓,烛龙,1,烛龙,100,0,100000,1,3,3,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,,,烛龙阵法,,,,
10211,巫族大将,进阶鬼将|进阶黑山老妖|进阶吸血鬼|进阶雷鸟人|进阶地狱战神|进阶蛟龙|进阶雨师|进阶风伯|进阶白熊,1,蚩尤部下,0,0,6,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
10212,流光玉兔,兔子怪,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|魔王寨|龙宫|阴曹地府|化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10214,流光泡泡,泡泡,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10216,流光玉镜,镜妖,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10220,流光巡游,进阶巡游天神,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10221,流光灵魅,进阶蝴蝶仙子,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10217,仙卫,进阶天兵,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10218,仙师,进阶风伯,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10219,逆光妖,千年蛇魅,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10220,灵仙,净瓶女娲,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10221,灵珠,泪妖,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10222,月影,进阶雾中仙,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10223,灵兽,踏云兽,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10224,仙匪,进阶天兵,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10225,仙王,进阶天将,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10226,夜幽莹,幽萤娃娃,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10227,火鼠,进阶鼠先锋,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10228,兔子怪,兔子怪,1,中秋活动,0,0,4,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|龙宫|普陀山|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
